伯爵茶包	1
仙草茶	1
五穀糯米飯	1
五榖雜糧飯	1
二節翅	1
九棍魚淨肉	1
中圓麵	1
三椒粉	1
丁香魚	1
BB醬	1
